gender;Near_Location;Partner;Promo_friends;Phone;Contract_period;Group_visits;Age;Avg_additional_charges_total;Month_to_end_contract;Lifetime;Avg_class_frequency_total;Avg_class_frequency_current_month;Churn
1;1;0;0;1;12;1;26;45.562.326.174.271.500;2.0;1;24.458.499.396.815.800;2.522.232.753.138.210;0
0;1;0;1;1;6;1;30;17.556.115.857.345.200;4.0;2;11.344.271.878.031.100;11.991.633.803.057.800;0
0;1;1;0;1;1;0;28;14.483.877.992.112.400;1.0;3;19.373.541.131.695.300;1.835.331.592.783.010;0
0;1;1;0;1;6;1;36;31.551.994.431.159.900;6.0;7;2.389.646.379.102.320;26.128.469.880.021.400;0
0;1;0;0;1;1;0;28;11.025.890.823.229.900;1.0;5;18.977.491.735.938.900;17.780.298.959.825.700;0
0;0;0;0;1;1;0;32;24.377.701.014.924.900;1.0;2;0.6431016453818347;0.1165367367207688;1
0;1;1;1;1;12;1;26;26.915.033.642.222.300;12.0;5;13.350.409.326.211.600;14.716.008.416.276.600;0
0;1;0;0;1;6;0;27;17.258.541.174.768.400;6.0;4;18.354.028.068.509.600;18.696.691.244.430.200;0
0;1;0;0;1;1;0;24;14.985.863.472.718.800;1.0;3;2.192.315.718.861.260;12.552.073.425.142.300;1
1;1;1;1;0;12;1;30;25.668.535.478.657.800;11.0;26;12.026.114.845.370.800;13.840.897.646.798.300;0
0;1;0;0;1;6;1;29;22.853.675.325.643.000;5.0;2;0.1263817615280951;0.2013793689900016;0
1;0;0;0;1;1;0;25;16.860.971.463.349.900;1.0;1;16.254.224.842.406.900;0.8523729409209241;1
0;1;0;0;1;12;1;33;16.153.532.327.054.900;9.0;1;36.086.748.663.086.300;3.554.158.958.236.950;0
0;1;0;0;1;1;0;33;9.780.943.720.551.820;1.0;0;1.083.470.868.671.220;0.8287219799832821;1
1;1;1;1;1;12;1;33;24.143.728.372.389.300;11.0;7;26.151.104.120.005.400;24.698.478.237.213.600;0
0;1;0;0;1;12;0;32;5.221.675.282.986.950;12.0;5;13.004.923.469.678.800;13.361.813.408.807.200;0
1;0;1;0;1;1;0;26;21.603.779.133.303.500;1.0;0;17.271.298.668.549.100;0.22065957323134988;1
0;1;0;0;1;1;0;32;17.378.972.538.583.000;1.0;5;273.785.894.799.587;29.978.347.921.307.000;0
0;0;0;0;1;1;1;31;30.864.817.430.912.700;1.0;2;24.739.851.987.038.000;2.396.000.114.295.580;0
1;1;0;1;1;1;1;31;101.323.360.154.516;1.0;10;3.206.091.602.379.780;31.927.003.095.820.500;0
1;1;1;1;1;12;0;30;29.359.003.001.557.500;12.0;1;11.656.649.732.704.900;13.160.543.826.641.700;0
1;1;1;1;1;1;0;35;11.434.709.182.103.000;1.0;7;35.683.459.560.726.900;3.548.644.109.948.130;0
0;1;0;0;1;1;0;30;26.984.706.484.184.600;1.0;1;2.985.722.840.392.720;3.017.419.254.757.960;0
0;1;1;0;1;12;1;30;6.939.137.422.013.380;8.0;1;27.035.036.734.040.700;27.383.069.243.042.700;0
1;1;0;0;1;1;1;29;1.547.098.169.226.140;1.0;14;17.615.673.572.350.900;17.060.988.875.021.200;0
1;1;1;0;1;12;1;27;16.431.955.679.589.900;10.0;5;0.8115714421572253;0.8316864432861727;0
0;1;0;0;1;1;1;31;17.190.843.623.691.900;1.0;7;28.449.511.629.451.700;27.429.891.663.199.900;0
1;1;0;1;1;12;1;28;21.585.262.915.037.500;12.0;3;0.0;0.0;0
0;0;0;0;0;1;0;23;1.545.452.103.820.750;1.0;4;26.737.364.147.761.200;25.897.904.392.892.700;0
0;1;0;1;0;1;0;30;16.524.958.649.485.200;1.0;4;22.075.967.518.497.400;2.244.888.267.279.810;0
0;1;1;1;1;6;1;30;1.985.785.144.284.620;5.0;8;4.088.374.567.546.110;4.040.603.809.590.700;0
1;0;1;0;1;1;0;33;2.878.679.842.998.410;1.0;1;13.511.188.119.918.600;12.404.070.223.064.700;0
0;1;0;0;1;1;0;31;9.012.913.290.806.700;1.0;9;2.900.216.023.746.020;2.888.705.791.904.330;0
1;1;0;0;1;1;0;30;2.034.717.522.786.960;1.0;2;13.763.529.912.642.200;1.361.139.854.073.400;0
1;1;0;0;0;1;1;32;8.998.505.806.299.770;1.0;1;20.641.655.204.519.200;210.123.895.810.467;0
1;1;0;0;1;1;0;35;1.600.346.951.440.580;1.0;2;10.454.379.897.916.300;0.8903463958147915;1
0;1;0;0;1;1;0;26;12.746.449.929.048.100;1.0;1;2.248.209.190.783.060;24.986.556.871.061.000;1
1;1;1;0;1;1;0;28;653.011.863.314.245;1.0;1;26.597.549.634.417.100;15.159.539.187.733.100;1
1;1;0;0;1;12;0;37;29.917.953.733.356.400;12.0;2;17.861.693.680.690.500;1.732.090.335.683.890;0
1;1;1;1;1;12;1;30;24.607.906.296.624.400;9.0;11;0.006435696131347646;0.0;0
1;1;1;1;1;12;1;34;2.629.931.157.829.710;9.0;6;15.701.607.531.114.700;14.885.438.587.683.800;0
0;1;1;1;1;6;1;27;25.992.553.579.305.800;6.0;4;14.439.051.925.032.100;1.460.368.990.306.510;0
0;0;0;0;1;1;1;32;7.006.782.540.019.430;1.0;2;0.4726228532440955;0.3683595447881656;0
0;1;1;1;1;12;0;30;1.584.071.384.442.390;11.0;1;14.692.737.957.619.200;15.414.041.843.988.100;0
0;1;0;0;1;1;0;21;265.944.604.572.652;1.0;1;2.141.544.131.445.920;2.080.420.375.990.780;1
0;1;1;1;1;12;0;24;20.461.294.994.263.600;12.0;2;21.043.314.996.815.100;21.136.347.374.226.600;0
1;0;0;0;1;1;0;31;809.073.366.403.753;1.0;0;26.282.557.206.515.700;25.930.920.259.648.300;0
1;0;0;0;1;6;1;30;2.506.977.994.168.330;6.0;1;3.197.085.142.498.400;34.191.444.557.138.600;0
0;1;1;1;1;12;1;34;960.876.091.758.984;11.0;4;237.081.128.336.438;23.025.028.669.131.100;0
0;1;1;0;1;6;1;35;2.251.850.042.759.010;6.0;2;12.024.845.980.573.700;1.164.569.401.778.130;0
0;1;0;0;1;1;0;26;1.479.656.408.078.870;1.0;0;14.160.322.383.521.800;0.5976294921335052;1
1;1;1;0;1;1;1;23;8.120.212.028.036.180;1.0;1;0.15931552173171526;0.0;1
0;1;0;0;1;1;1;26;16.114.258.537.039.800;1.0;0;19.204.855.836.140.200;0.9603138262870246;1
0;0;0;0;1;1;0;25;12.570.563.462.198.700;1.0;1;10.336.248.159.276.300;0.0;1
1;1;0;1;1;1;1;27;18.002.602.210.873.500;1.0;2;15.750.632.100.497.800;14.032.586.997.932.400;0
1;1;1;0;1;1;0;34;21.794.636.302.046.100;1.0;8;13.927.587.411.085.000;1.389.592.138.869.050;0
0;1;1;1;1;6;1;27;37.679.740.507.909.300;6.0;11;0.7628655358055139;1.010.568.848.086.140;0
1;1;0;0;0;1;0;23;2.577.217.488.706.420;1.0;2;35.664.313.554.268.100;35.721.594.832.060.400;0
0;1;0;1;1;6;0;29;986.952.598.267.108;5.0;3;27.224.650.710.789.800;26.870.430.665.025.400;0
1;1;0;0;1;12;0;36;15.680.975.640.745.100;12.0;3;0.5860735563476944;0.6221730505023947;0
1;0;1;0;1;1;1;26;387.980.962.590.864;1.0;0;1.057.863.321.359.610;0.815280739324405;1
0;1;1;1;1;6;1;28;24.215.224.265.279.100;6.0;4;27.881.180.116.245.100;2.703.736.907.256.310;0
0;1;0;1;1;12;0;30;19.670.175.333.431.500;12.0;6;34.040.935.785.218.100;3.481.670.820.862.020;0
1;1;0;0;0;6;1;31;27.859.917.093.721.400;6.0;9;2.675.603.454.802.040;2.607.345.932.248.680;0
1;1;1;0;1;1;0;31;11.916.705.165.936.200;1.0;0;17.794.570.650.211.300;1.332.878.085.116.390;1
0;0;1;1;1;1;0;30;8.478.552.222.511.370;1.0;1;12.439.155.395.970.900;0.0;1
0;1;1;1;1;12;1;24;12.543.144.201.013.800;10.0;2;3.067.266.186.450.180;31.616.184.994.184.300;0
0;1;1;1;1;1;0;31;1.873.612.457.644.970;1.0;2;17.163.001.814.425.800;17.337.011.187.204.600;0
0;0;0;0;1;1;0;29;816.317.751.381.772;1.0;1;12.956.839.606.834.000;0.8913150528766658;1
0;0;1;0;1;12;1;32;5.525.907.403.868.790;12.0;1;0.8878591925584878;0.9393035403095921;0
0;1;0;0;1;12;1;32;29.004.739.352.712;11.0;12;21.851.129.626.660.600;2.204.389.465.003.410;0
0;0;0;0;0;1;0;31;2.790.033.804.874.260;1.0;9;1.897.191.253.106.350;18.851.187.026.486.400;0
1;1;1;0;1;1;0;32;1.807.635.899.102.690;1.0;1;16.116.635.562.137.700;17.633.033.974.310.100;0
0;0;0;0;1;1;0;29;15.497.800.029.707.500;1.0;0;1.495.421.395.539.340;0.7192976863414229;1
1;1;1;0;1;12;1;35;1.478.265.127.392.650;12.0;1;21.773.326.132.885.000;226.167.405.321.954;0
0;0;0;0;0;1;0;31;1.369.172.943.213.190;1.0;2;0.6010591159822113;0.0;1
0;1;0;0;0;1;0;30;10.773.050.682.718.400;1.0;0;11.885.843.149.475.900;1.481.934.797.967.720;1
1;1;0;0;1;1;0;26;1.950.872.189.157.620;1.0;14;16.727.461.107.351.300;15.195.068.511.943.100;0
1;0;0;0;1;1;1;28;1.618.120.374.777.370;1.0;6;30.435.520.315.227.900;29.495.967.922.077.100;0
1;1;0;0;1;12;0;25;22.325.045.973.551.900;12.0;1;0.0;0.0;0
1;1;0;0;1;6;1;34;11.095.673.103.075.200;6.0;1;0.7300136961459263;0.8289573195366374;0
1;1;0;0;1;12;1;30;28.354.120.445.319.500;12.0;2;20.463.443.006.420.700;2.236.970.696.331.930;0
1;1;0;1;1;12;1;30;14.098.675.852.112.300;10.0;4;23.182.739.146.352.900;2.349.477.203.259.800;0
0;1;1;0;1;6;1;29;13.295.275.364.007.300;6.0;3;12.163.849.186.904.300;1.178.247.785.222.520;0
1;1;0;0;1;6;1;31;2.196.158.757.471.220;6.0;1;17.385.623.353.727.300;18.261.102.997.740.200;0
0;1;1;0;1;1;0;30;9.394.496.816.886.690;1.0;9;27.108.367.747.786.700;26.399.604.295.191.400;0
1;1;1;0;1;1;0;28;24.759.890.768.086.200;1.0;2;33.458.116.241.966.100;3.362.321.061.372.060;0
0;0;1;1;1;12;0;30;47.302.766.561.177.600;12.0;5;21.714.442.367.769.500;21.848.575.910.974.800;0
0;1;0;0;1;12;1;31;22.110.035.970.319.900;12.0;3;24.099.161.919.966.700;2.432.461.735.431.390;0
1;1;1;1;1;6;0;30;10.081.277.088.784.600;5.0;6;0.2590650819254869;0.3587787411917959;0
1;1;0;0;1;1;1;33;20.807.167.249.654.800;1.0;8;19.744.165.809.482.800;15.187.662.566.696.200;1
1;1;0;0;1;1;1;24;9.872.957.048.763.850;1.0;1;24.797.322.478.146.100;29.768.044.044.857.300;1
1;1;1;1;1;12;1;33;2.940.562.926.412.380;12.0;1;13.821.282.076.638.700;14.832.429.990.502.100;0
0;1;1;1;1;12;1;28;45.740.647.855.564.700;9.0;1;17.180.641.106.434.700;16.558.715.117.824.800;0
1;1;1;1;1;12;1;25;20.049.951.991.782.100;12.0;1;18.476.955.514.371.400;1.894.034.248.589.070;0
1;1;0;0;1;1;1;27;35.219.522.756.676.300;1.0;2;23.111.371.904.068.700;23.407.715.954.931.600;0
1;1;0;1;1;1;1;30;16.353.735.157.941.700;1.0;8;18.603.767.237.435.100;2.029.575.198.612.960;0
1;1;1;1;1;6;0;28;13.586.563.808.387.200;6.0;1;33.160.655.047.192.200;3.273.927.523.301.210;0
0;1;0;0;1;1;0;28;10.892.574.783.433.600;1.0;0;17.572.857.851.197.100;20.945.651.136.254.700;1
1;1;1;1;1;1;1;35;10.099.788.478.733.700;1.0;8;16.458.528.375.937.000;16.517.310.058.501.100;0
1;1;0;0;1;1;0;28;3.690.839.248.124.430;1.0;5;28.009.909.235.631.400;28.098.102.438.312.300;0
0;1;0;0;1;1;0;27;2.673.796.033.491.590;1.0;3;0.25048001370962697;0.3782040538671221;0
0;1;1;1;1;1;0;25;9.514.059.114.233.930;1.0;2;17.446.593.773.802.900;0.3019185701453431;1
1;1;0;0;1;1;0;27;37.618.370.434.385.600;1.0;6;3.096.741.003.968.390;3.017.834.620.892.330;0
0;1;1;1;1;12;0;32;1.814.188.513.740.960;12.0;3;19.949.325.002.474.400;19.186.477.064.120.400;0
0;1;0;0;1;1;0;27;2.777.491.168.212.820;1.0;1;25.242.751.938.754.400;23.912.438.265.662.300;0
0;0;0;0;1;1;1;28;204.566.155.661.218;1.0;4;35.186.264.208.190.300;34.153.895.300.462.400;0
1;1;1;1;1;12;1;20;10.019.800.725.914.500;5.0;5;22.130.915.081.089.400;2.345.300.895.690.290;0
1;1;0;0;1;1;1;37;7.626.397.153.099.400;1.0;2;24.693.133.944.853.600;24.026.405.378.082.900;0
1;1;1;1;1;12;1;32;4.920.061.554.950.220;12.0;0;37.342.996.194.697.500;36.846.518.578.583.000;0
0;1;0;0;1;1;1;36;18.364.559.962.472.800;1.0;6;265.705.045.877.232;26.482.531.985.571.000;0
0;0;0;0;1;12;1;24;2.745.614.991.855.620;7.0;15;12.096.509.635.358.100;12.405.015.030.551.700;0
0;1;1;1;1;12;0;28;8.489.121.627.537.780;11.0;1;28.167.485.742.019.400;27.679.725.707.966.400;0
1;0;1;0;1;6;1;27;7.200.534.907.109.820;6.0;5;2.725.371.718.849.830;2.702.925.839.263.200;0
1;0;1;1;1;1;0;28;19.666.093.826.256.100;1.0;4;2.593.065.076.364.160;2.442.352.215.996.260;0
0;1;0;0;1;6;0;34;12.565.763.947.651.400;6.0;2;1.221.617.219.100.650;12.695.210.861.205.400;0
1;1;0;0;1;1;0;29;5.050.142.704.436.970;1.0;1;14.840.683.950.188.200;1.173.777.902.212.740;1
0;1;0;0;1;12;0;33;26.747.205.747.666.800;4.0;1;0.7632647031326634;0.8246032352617872;0
0;1;0;0;0;1;0;30;1.523.407.765.457.480;1.0;2;19.515.519.349.698.700;10.589.058.788.860.900;1
0;1;1;1;1;12;1;30;19.138.387.984.157.900;12.0;11;1.867.538.385.633.840;17.953.775.609.599.400;0
1;1;0;0;1;1;0;30;35.888.764.731.678.400;1.0;1;4.152.055.498.946.520;4.037.862.769.457.230;0
0;1;0;0;1;1;0;28;7.210.447.535.962.630;1.0;5;0.8439153115212648;0.928676927148038;0
0;0;0;0;1;1;0;25;3.071.265.251.383.780;1.0;1;1.840.853.506.515.560;0.8066342804447373;1
1;1;0;1;1;1;1;25;2.676.454.794.880.020;1.0;4;30.473.617.839.279.400;32.338.590.983.866.000;0
0;1;0;0;1;12;0;27;7.984.522.427.742.360;12.0;0;10.079.479.250.833.800;10.337.781.056.411.500;1
1;1;1;1;1;12;1;30;9.737.332.370.027.250;12.0;1;30.339.467.878.058.500;3.043.235.858.572.740;0
1;1;0;1;1;1;0;32;16.167.687.955.234.400;1.0;5;19.172.877.959.337.600;19.792.576.554.762.800;0
0;0;0;0;1;1;1;24;1.316.940.837.184.180;1.0;1;1.587.589.070.297.190;16.575.126.924.409.100;0
0;1;1;1;1;6;0;27;25.684.052.170.776.400;6.0;1;10.198.362.597.209.900;14.757.559.041.674.900;1
1;1;0;0;1;1;0;30;12.287.642.857.489.200;1.0;2;23.120.624.317.954.900;17.740.618.257.333.000;1
0;0;1;0;1;1;0;32;6.367.269.984.123.500;1.0;8;15.756.330.384.317.900;1.616.485.258.577.050;0
1;0;1;0;1;1;0;27;26.630.378.058.803.400;1.0;1;15.971.578.340.056.700;0.08029912226861669;1
1;1;0;0;1;1;0;25;16.430.956.056.437.600;1.0;0;22.455.423.761.069.800;2.123.614.751.997.350;1
0;1;1;1;1;6;1;28;51.973.905.496.784.300;6.0;3;31.424.316.631.318.100;29.983.363.838.420.800;0
1;0;1;0;1;1;0;25;19.493.533.340.428.000;1.0;0;0.3239577244199934;0.0;1
1;1;1;0;1;12;0;26;1.749.963.029.192.630;12.0;3;21.626.451.124.575.700;23.031.390.284.746.600;0
0;1;1;1;1;1;0;31;44.852.110.464.178.100;1.0;3;17.334.016.305.719.200;14.827.570.164.640.900;0
1;1;0;0;1;12;1;33;27.502.508.398.561;11.0;4;0.4029455891792824;0.5084313113858941;0
1;0;1;0;1;1;0;28;341.996.574.013.703;1.0;7;3.584.781.966.927.020;35.667.481.549.595.600;0
1;1;0;0;1;6;0;26;3.960.704.467.867.080;6.0;1;2.326.106.555.161.260;23.854.122.018.549.500;0
1;1;1;1;1;1;1;29;1.760.513.660.927.130;1.0;6;13.962.355.642.710.100;13.536.717.016.523.700;0
0;0;1;0;1;1;0;30;26.989.301.288.349.400;1.0;2;28.606.957.304.628.500;28.331.988.793.236.800;0
1;1;0;0;1;12;1;34;11.288.942.529.434.200;12.0;1;11.373.377.570.431.200;11.151.631.406.368.600;0
0;0;1;0;1;1;1;27;12.174.319.804.803.600;1.0;1;21.066.874.398.252;21.171.925.121.596.800;1
0;1;1;0;1;6;1;23;14.158.747.056.342.300;6.0;2;0.0;0.0;0
1;1;1;0;1;1;0;24;250.050.054.686.681;1.0;1;19.564.379.975.269.500;14.836.121.846.500.500;1
0;1;0;0;1;1;1;33;20.945.137.867.908.500;1.0;5;14.587.758.274.162.000;15.078.165.010.888.500;0
1;1;0;0;0;6;1;29;8.370.086.970.524.270;6.0;4;2.271.472.195.227.360;24.192.440.564.493.600;0
1;0;1;0;1;1;1;28;50.093.105.154.496.600;1.0;0;14.625.105.806.526.900;0.6996008249340102;1
1;1;0;0;1;1;0;29;2.201.855.200.297.680;1.0;3;0.7164604480819725;0.5781450760597541;0
1;1;1;0;1;1;1;28;2.721.537.800.794.740;1.0;23;3.020.038.658.452.480;30.292.756.951.327.100;0
1;1;1;0;1;12;1;26;24.209.340.750.398.200;12.0;2;2.896.090.713.119.180;2.806.799.871.244.340;0
0;1;0;1;1;6;0;25;6.292.241.079.350.270;5.0;0;2.223.131.317.580.960;13.380.290.355.263.600;1
0;1;1;0;1;1;1;30;16.925.103.656.268.800;1.0;10;25.331.242.734.371.800;23.600.769.434.608.500;0
0;1;0;0;1;1;0;24;60.912.566.727.927.400;1.0;1;2.835.538.055.442.100;27.652.467.800.145.100;0
1;1;0;0;1;1;0;27;1.232.195.957.781.070;1.0;0;24.059.435.422.246.200;25.318.176.639.640.200;1
1;1;0;0;1;1;0;26;25.727.825.032.737.400;1.0;2;37.422.239.000.741.400;37.403.273.707.998.800;0
1;1;1;1;1;12;0;27;2.651.072.385.419.510;10.0;5;214.562.035.865.787;19.177.309.797.257.400;0
1;1;1;0;1;12;1;29;6.997.534.909.742.670;12.0;7;3.031.378.078.362.580;29.303.239.618.758.200;0
0;1;1;1;1;12;1;31;8.573.848.174.763.810;12.0;6;27.545.719.614.606.100;2.665.089.419.155.530;0
1;0;1;0;1;1;0;29;6.422.385.227.649.050;1.0;1;19.003.175.587.481.800;16.441.763.619.182.200;1
1;1;1;1;1;12;1;28;36.032.213.006.008.100;12.0;4;32.670.689.012.926.200;32.605.239.324.567.000;0
0;1;0;0;1;1;1;29;27.222.876.359.954.600;1.0;2;12.291.897.250.730.300;0.2826620874464241;1
1;1;1;1;1;1;0;32;17.569.974.641.695.500;1.0;0;1.388.608.874.878.560;10.064.242.878.770.900;1
0;1;1;0;1;1;0;25;8.842.962.525.544.810;1.0;4;2.088.593.642.315.870;2.056.126.982.941.320;0
0;1;1;1;1;12;0;28;3.204.719.933.466.520;8.0;2;1.282.495.458.741.910;0.5359760049303319;1
0;1;0;0;1;1;0;31;1.833.467.741.051.170;1.0;2;0.4671503087505493;0.569598205860352;0
1;1;1;0;1;12;0;28;4.344.094.932.384.390;9.0;3;36.406.667.400.798.000;3.720.636.058.594.730;0
0;1;0;0;1;1;1;32;10.261.637.419.379.900;1.0;4;12.351.400.353.434.600;10.426.580.429.954.900;0
0;1;1;0;1;1;0;29;825.963.714.730.878;1.0;3;20.466.757.840.258.500;19.461.706.624.674.400;0
0;1;0;0;1;1;1;29;2.023.444.835.122.040;1.0;2;25.588.075.437.515.700;25.042.737.240.898.900;0
1;1;0;0;0;1;1;31;3.421.125.579.154.740;1.0;10;17.345.026.176.811.800;17.882.945.702.554.600;0
1;1;0;0;1;1;0;27;24.553.944.989.375.100;1.0;4;13.905.347.332.049.100;0.9794450922095258;1
0;1;1;1;1;12;1;32;3.230.660.714.063.870;12.0;14;24.237.991.514.872.500;2.462.410.228.521.230;0
1;1;0;0;1;1;0;26;40.478.620.736.000.300;1.0;7;31.250.385.316.340.900;3.158.201.540.168.540;0
1;1;1;0;1;6;0;27;9.808.747.900.238.620;6.0;2;3.057.608.260.919.760;30.339.440.280.814.800;0
0;0;0;0;1;1;0;32;5.942.079.881.396.980;1.0;1;0.08538713976545997;0.4844183282922763;1
0;1;1;1;1;12;1;30;14.880.542.031.488.200;12.0;3;13.912.924.892.057.500;15.274.382.355.958.900;0
0;1;1;1;0;12;0;23;1.985.053.305.792.080;10.0;8;0.6276171086910429;0.6128310414246689;0
1;1;0;0;1;1;1;32;23.459.007.986.429.400;1.0;0;30.267.857.468.501.100;28.562.124.013.227.300;0
0;1;1;1;1;12;1;31;318.834.106.754.099;8.0;14;3.167.324.540.739.440;3.091.391.909.714.280;0
1;1;0;0;1;6;0;22;162.446.887.825.788;5.0;0;13.267.908.681.797.300;0.125039227847763;1
0;1;0;0;1;1;1;33;27.304.247.233.402.700;1.0;5;23.673.800.460.913.600;22.389.791.935.970.700;0
1;1;1;1;1;12;1;32;1.739.153.488.556.860;10.0;1;13.095.021.860.637.700;126.571.094.768.532;0
0;1;1;0;1;1;1;29;9.896.024.723.841.970;1.0;22;0.4471168292833034;0.5670832966618;0
0;1;0;0;1;1;0;36;303.639.940.285.414;1.0;5;2.057.776.053.510.570;20.685.895.895.052.800;0
0;1;1;1;1;1;0;33;1.518.162.908.172.240;1.0;3;14.823.346.820.701.100;14.291.650.479.649.100;0
1;1;1;0;1;6;0;23;26.136.063.504.950.500;6.0;3;32.783.240.058.020.300;3.320.996.470.074.120;0
1;1;1;0;1;1;0;25;29.614.637.812.936.400;1.0;0;20.708.385.926.142.100;10.903.656.225.663.300;1
1;1;1;1;1;6;1;30;34.237.483.835.227.900;6.0;2;23.382.647.771.431.300;23.621.913.133.736.800;0
0;1;1;1;1;1;1;29;23.353.801.379.705.000;1.0;1;22.332.533.973.648.600;21.290.146.870.422.300;0
0;1;1;1;1;6;0;25;1.102.317.124.845.240;6.0;0;0.7862011179185837;0.8085605715072275;1
0;1;1;1;1;1;1;35;3.268.330.832.271.640;1.0;3;27.568.657.941.135.000;29.202.383.921.795.200;0
1;1;0;0;1;12;0;30;7.003.765.493.162.810;8.0;10;0.968884444677478;0.9593346484596834;0
1;1;0;1;1;12;0;29;38.993.561.688.579.100;10.0;9;0.06012445878496475;0.013787868324048816;0
1;1;1;1;1;12;0;29;11.084.296.759.529.900;10.0;2;14.183.257.005.754.300;136.257.481.837.677;0
0;0;1;1;1;1;0;32;12.409.675.827.729.500;1.0;1;28.687.055.499.713.100;29.922.093.463.919.000;0
0;1;0;0;1;1;1;26;12.504.126.831.117.400;1.0;3;1.903.782.144.951.610;18.052.061.891.856.400;0
1;1;1;1;1;6;1;25;21.794.710.368.560.300;5.0;6;2.081.984.992.325.870;219.495.932.750.472;0
1;0;1;0;1;1;0;28;869.531.999.151.943;1.0;2;26.629.012.699.328.800;25.326.252.440.647.800;0
0;1;0;0;1;12;1;35;15.139.247.428.423.900;12.0;2;24.886.194.224.200.600;24.329.310.101.507.400;0
1;0;0;0;1;1;0;25;1.383.631.408.850.730;1.0;2;0.5485406910007828;0.0;1
0;1;1;0;1;1;1;29;11.566.246.675.795.300;1.0;1;14.565.365.559.919.100;13.455.851.861.002.200;1
0;1;0;0;1;12;0;29;2.317.482.401.016.550;8.0;1;31.322.112.354.139.100;31.742.942.195.542.300;0
1;1;1;1;1;12;1;34;21.614.350.612.220.700;12.0;3;2.212.150.053.975.740;21.648.813.642.734.900;0
0;1;1;1;1;6;0;24;6.520.237.982.368.140;4.0;2;0.8534260460089717;0.6029947431841254;1
0;0;1;0;1;1;0;31;22.068.001.255.571.500;1.0;7;25.829.300.609.405.800;2.530.401.047.600.030;0
0;1;0;0;1;6;0;26;8.649.808.932.194.360;6.0;16;0.16441856298698365;0.12046349197745268;0
0;1;1;0;1;12;1;33;2.000.715.419.292.380;12.0;4;3.379.991.155.825.740;33.984.920.439.590.600;0
1;1;1;1;1;1;0;33;3.445.225.238.463.670;1.0;1;0.9134695605776092;1.268.163.265.747.040;1
0;0;0;0;1;1;0;29;13.354.075.054.249.500;1.0;2;1.922.427.907.516.530;15.308.760.913.577.500;1
0;0;0;0;1;1;0;30;13.364.010.757.248.300;1.0;0;10.238.152.021.097.300;0.6446098718764732;1
1;1;0;0;1;1;0;30;41.767.164.339.000.100;1.0;1;1.523.789.825.388.260;13.923.514.994.908.800;1
1;1;0;1;1;1;1;29;23.492.949.121.547.000;1.0;6;14.162.968.019.468.100;1.514.682.253.130.100;0
0;1;1;1;1;1;0;32;23.606.497.932.875.200;1.0;4;18.609.420.712.940.400;17.772.646.165.283.100;0
1;1;0;1;1;6;0;30;20.614.409.813.231.900;6.0;0;0.8662174692153612;0.07055223084856799;1
0;0;0;0;1;1;0;25;15.401.048.214.668.900;1.0;5;2.961.949.296.773.770;28.907.845.344.256.800;0
1;1;1;1;1;12;0;28;28.168.819.364.549.700;12.0;1;0.634576287238487;0.5293061697812009;0
0;1;0;0;1;12;1;25;4.044.406.413.936.100;11.0;8;0.5031504696905602;0.4585673964775591;0
1;1;1;1;1;12;0;34;24.260.631.069.094.400;12.0;9;0.4856367570956743;0.5922316558318648;0
0;1;1;0;1;12;1;27;32.252.535.973.748.400;11.0;3;13.781.247.742.298.900;14.275.735.489.438.700;0
0;1;1;1;1;12;0;24;52.680.412.367.552.400;12.0;1;18.327.386.840.382.700;10.268.850.123.014.600;1
1;1;0;0;1;1;0;30;5.402.212.564.226.400;1.0;1;16.924.265.915.198.800;0.7884585809527436;1
0;1;1;0;1;12;0;34;2.566.131.476.906.920;9.0;4;16.142.134.970.538.800;16.722.717.142.471.000;0
1;1;0;0;1;6;1;28;57.888.076.968.277.400;6.0;2;26.002.709.785.965.800;26.346.987.456.600.100;0
0;0;1;0;1;6;0;29;13.689.662.887.946.500;6.0;1;2.041.550.150.198.880;21.786.105.972.966.200;0
1;1;0;0;1;12;0;31;9.345.677.599.140.570;6.0;8;2.683.689.881.313.710;2.552.564.157.297.580;0
0;1;1;0;1;1;1;23;19.255.979.696.095.700;1.0;1;11.109.253.869.761.700;0.8416671709692155;1
0;1;1;1;0;6;1;31;1.907.688.257.580.160;6.0;1;0.4411266399399114;0.3443413925490028;0
0;1;0;1;1;1;1;31;2.199.582.239.556.890;1.0;1;14.862.996.622.173.200;0.7087392762213696;1
0;1;1;1;1;12;1;26;2.118.099.992.408.470;8.0;4;16.083.794.637.060.000;16.526.580.177.955.400;0
1;1;0;0;1;1;0;29;33.556.873.621.556.100;1.0;17;3.842.245.248.843.840;38.099.228.334.665.000;0
0;1;1;0;1;1;0;30;162.529.379.167.893;1.0;6;2.431.572.680.483.600;23.903.497.652.732.700;0
1;1;0;1;1;1;1;29;9.243.804.337.730.870;1.0;9;17.557.933.838.477.600;15.900.285.213.153.400;0
1;1;0;0;1;1;1;24;5.487.599.574.401.390;1.0;1;2.280.225.176.646.560;10.669.960.559.926.100;1
0;1;1;1;1;6;1;28;10.611.982.361.962.500;6.0;7;32.455.940.779.059.800;3.426.624.587.962.160;0
1;1;0;0;1;1;1;24;21.209.344.862.273.400;1.0;0;20.957.687.452.989.900;14.823.200.238.809.600;1
1;0;0;0;1;6;0;32;7.888.002.763.960.030;6.0;3;0.4701699940439074;0.3775697076336383;0
